Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Pennsylvania,2020,16,2020-04-18,3739,3519,55,537,102,109,69,118,41,71,59,700,132,915,865,,,,,,,,,,,,,,,
Pennsylvania,2020,17,2020-04-25,3821,3601,33,552,113,103,52,136,34,61,46,688,145,1075,1005,,,,,,,,,,,,,,,
Pennsylvania,2020,18,2020-05-02,3561,3317,30,540,87,99,47,127,37,59,38,584,138,945,902,,,,,,,,,,,,,,,
Pennsylvania,2020,19,2020-05-09,3438,3197,41,523,66,89,33,101,41,57,47,679,134,847,797,,,,,,,,,,,,,,,
Pennsylvania,2020,20,2020-05-16,3283,3047,45,531,85,91,32,88,37,59,43,646,117,713,666,,,,,,,,,,,,,,,
Pennsylvania,2020,21,2020-05-23,2973,2712,43,524,74,69,38,100,32,51,41,584,130,511,475,,,,,,,,,,,,,,,
Pennsylvania,2020,22,2020-05-30,2790,2544,25,514,81,74,34,106,30,48,33,553,123,358,327,,,,,,,,,,,,,,,
Pennsylvania,2020,23,2020-06-06,2724,2442,42,494,80,73,22,105,41,46,59,561,114,274,248,,,,,,,,,,,,,,,
Pennsylvania,2020,24,2020-06-13,2571,2321,41,530,65,59,31,101,31,50,42,583,129,206,174,,,,,,,,,,,,,,,
Pennsylvania,2020,25,2020-06-20,2620,2376,37,552,76,61,29,102,37,44,61,583,114,182,149,,,,,,,,,,,,,,,
Pennsylvania,2020,26,2020-06-27,2560,2298,48,517,64,79,31,85,34,42,43,564,124,145,124,,,,,,,,,,,,,,,
Pennsylvania,2020,27,2020-07-04,2594,2332,45,535,73,84,34,99,36,51,49,577,110,139,109,,,,,,,,,,,,,,,
Pennsylvania,2020,28,2020-07-11,2675,2416,53,540,70,88,22,104,40,49,57,568,131,126,104,,,,,,,,,,,,,,,
Pennsylvania,2020,29,2020-07-18,2557,2293,34,483,81,82,24,105,39,45,56,573,119,109,92,,,,,,,,,,,,,,,
Pennsylvania,2020,30,2020-07-25,2531,2259,50,494,74,92,19,101,28,63,52,557,120,95,86,,,,,,,,,,,,,,,
Pennsylvania,2020,31,2020-08-01,2642,2364,46,552,88,67,31,101,28,55,63,584,109,103,91,,,,,,,,,,,,,,,
Pennsylvania,2020,32,2020-08-08,2539,2303,44,518,57,80,36,105,35,45,54,561,134,137,119,,,,,,,,,,,,,,,
Pennsylvania,2020,33,2020-08-15,2659,2398,45,579,81,94,19,101,41,59,52,586,100,124,107,,,,,,,,,,,,,,,
Pennsylvania,2020,34,2020-08-22,2635,2413,58,541,75,87,28,97,48,51,52,576,126,98,90,,,,,,,,,,,,,,,
Pennsylvania,2020,35,2020-08-29,2585,2340,45,544,76,81,35,108,35,37,56,551,132,103,91,,,,,,,,,,,,,,,
Pennsylvania,2020,36,2020-09-05,2602,2327,40,541,76,88,25,110,38,53,37,566,111,86,65,,,,,,,,,,,,,,,
Pennsylvania,2020,37,2020-09-12,2615,2350,32,559,76,75,25,97,39,45,50,576,123,99,82,,,,,,,,,,,,,,,
Pennsylvania,2020,38,2020-09-19,2613,2369,52,514,80,71,25,98,43,42,48,626,96,93,76,,,,,,,,,,,,,,,
Pennsylvania,2020,39,2020-09-26,2676,2416,47,562,84,74,22,99,34,55,26,606,134,94,74,,,,,,,,,,,,,,,
Pennsylvania,2020,40,2020-10-03,2676,2411,46,513,80,85,35,94,39,53,48,611,120,125,109,,,,,,,,,,,,,,,
Pennsylvania,2020,41,2020-10-10,2763,2495,35,565,71,86,32,109,43,52,37,598,146,148,128,,,,,,,,,,,,,,,
Pennsylvania,2020,42,2020-10-17,2666,2427,59,476,78,93,29,103,42,66,55,577,131,153,128,,,,,,,,,,,,,,,
Pennsylvania,2020,43,2020-10-24,2762,2531,57,491,80,95,46,104,36,56,44,611,147,174,143,,,,,,,,,,,,,,,
Pennsylvania,2020,44,2020-10-31,2755,2517,39,525,63,86,29,97,36,51,44,647,143,195,176,,,,,,,,,,,,,,,
Pennsylvania,2020,45,2020-11-07,2979,2742,41,532,80,93,46,122,31,48,70,637,126,316,272,,,,,,,,,,,,,,,
Pennsylvania,2020,46,2020-11-14,3118,2868,48,538,75,114,44,116,37,58,57,646,153,430,380,,,,,,,,,,,,,,,
Pennsylvania,2020,47,2020-11-21,3346,3128,40,531,79,96,46,115,52,70,45,649,158,643,581,,,,,,,,,,,,,,,
Pennsylvania,2020,48,2020-11-28,3645,3410,34,522,93,106,42,117,52,62,56,691,145,888,817,,,,,,,,,,,,,,,
Pennsylvania,2020,49,2020-12-05,3881,3632,39,484,92,108,37,106,49,70,63,686,138,1159,1053,,,,,,,,,,,,,,,
Pennsylvania,2020,50,2020-12-12,4337,4077,53,547,101,101,45,122,53,56,65,746,169,1439,1306,,,,,,,,,,,,,,,
Pennsylvania,2020,51,2020-12-19,4431,4187,44,515,114,117,47,146,36,56,60,829,148,1506,1361,,,,,,,,,,,,,,,
Pennsylvania,2020,52,2020-12-26,4454,4176,48,552,124,120,38,117,47,61,74,723,154,1576,1423,,,,,,,,,,,,,,,
Pennsylvania,2020,53,2021-01-02,4381,4142,50,573,114,99,52,112,49,61,70,723,153,1493,1358,,,,,,,,,,,,,,,
Pennsylvania,2021,1,2021-01-09,3949,3712,48,480,99,97,44,121,42,50,91,653,132,1270,1164,,,,,,,,,,,,,,,
Pennsylvania,2021,2,2021-01-16,3835,3657,51,570,106,96,52,116,46,62,115,663,145,1116,1003,,,,,,,,,,,,,,,
Pennsylvania,2021,3,2021-01-23,3775,3573,51,571,94,106,38,105,51,57,101,736,123,1032,908,,,,,,,,,,,,,,,
Pennsylvania,2021,4,2021-01-30,3506,3313,48,537,85,108,34,111,37,67,121,653,160,865,764,,,,,,,,,,,,,,,
Pennsylvania,2021,5,2021-02-06,3282,3108,43,520,94,96,34,100,48,51,134,636,130,661,576,,,,,,,,,,,,,,,
Pennsylvania,2021,6,2021-02-13,3115,2963,59,502,79,80,39,103,44,61,156,637,135,522,439,,,,,,,,,,,,,,,
Pennsylvania,2021,7,2021-02-20,2921,2771,49,528,83,82,40,100,45,47,142,596,125,412,355,,,,,,,,,,,,,,,
Pennsylvania,2021,8,2021-02-27,2365,2264,46,442,53,67,25,84,36,45,155,504,113,263,218,,,,,,,,,,,,,,,
Pennsylvania,2021,9,2021-03-06,2079,2018,41,383,49,63,16,76,29,57,153,463,90,190,153,,,,,,,,,,,,,,,
Pennsylvania,2021,10,2021-03-13,1943,1880,33,410,46,72,20,84,39,48,133,393,90,159,124,,,,,,,,,,,,,,,
Rhode Island,2020,1,2020-01-04,225,205,,34,,17,,11,0,,,60,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,2,2020-01-11,201,183,,40,,,,,0,,,47,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,3,2020-01-18,204,190,,36,10,,,16,,,0,43,10,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Rhode Island,2020,4,2020-01-25,199,175,,28,10,,,,,,0,47,14,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Rhode Island,2020,5,2020-02-01,220,205,,45,11,12,,,,,0,53,,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2020,6,2020-02-08,244,221,,49,12,12,,12,,,,56,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2020,7,2020-02-15,183,165,0,27,,13,,16,,,,37,,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,8,2020-02-22,206,193,0,48,,,,11,0,,,36,11,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2020,9,2020-02-29,235,218,,43,,,,,,,,67,13,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2020,10,2020-03-07,252,228,,52,,15,,12,0,0,0,62,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,
Rhode Island,2020,11,2020-03-14,196,180,,48,,,,17,,,,45,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,12,2020-03-21,220,206,,40,,14,,21,,,0,42,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Rhode Island,2020,13,2020-03-28,200,184,,34,,10,0,,,0,,49,12,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Rhode Island,2020,14,2020-04-04,236,221,,49,,,,14,,,0,50,,23,17,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2020,15,2020-04-11,246,222,,35,,15,,,,,0,53,,51,41,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2020,16,2020-04-18,273,259,,32,,19,,,,,,46,,94,78,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,17,2020-04-25,297,281,0,35,,10,,11,,0,,52,,104,95,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,18,2020-05-02,332,310,0,46,,14,,11,,,,44,,125,118,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,19,2020-05-09,381,361,,57,,18,,,,,,47,,137,122,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,20,2020-05-16,302,282,,45,,,,,,,0,55,,114,99,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2020,21,2020-05-23,279,261,,35,,18,,,,,,35,,104,88,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,22,2020-05-30,254,234,,42,,16,0,,,,,44,,71,61,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,23,2020-06-06,241,227,,41,11,13,,,,,,52,,56,44,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,24,2020-06-13,209,192,,31,11,,0,,,,0,52,,27,23,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2020,25,2020-06-20,236,217,,54,,,,,,0,,45,13,33,28,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Rhode Island,2020,26,2020-06-27,200,178,0,41,,,,11,0,,,36,,23,19,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,27,2020-07-04,177,164,,34,,,,,,,,37,,19,15,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,28,2020-07-11,190,169,,40,,,,,,,,40,,12,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2020,29,2020-07-18,190,157,,28,,,0,,,,0,43,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Rhode Island,2020,30,2020-07-25,173,153,,46,,,,10,,,0,31,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Rhode Island,2020,31,2020-08-01,200,179,,42,,,,,,,,47,12,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Rhode Island,2020,32,2020-08-08,209,186,,49,,11,0,,,,,42,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Rhode Island,2020,33,2020-08-15,211,190,0,40,,,,13,,,,42,12,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Rhode Island,2020,34,2020-08-22,198,175,,53,,13,,,,,0,36,,17,13,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2020,35,2020-08-29,187,169,0,44,,,,10,,0,,46,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Rhode Island,2020,36,2020-09-05,207,175,,38,,10,,,,,,33,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Rhode Island,2020,37,2020-09-12,190,168,,39,,,,11,,,0,39,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Rhode Island,2020,38,2020-09-19,194,177,,41,,,,10,,,0,36,,15,12,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2020,39,2020-09-26,208,187,,48,,,,11,,,0,48,,11,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2020,40,2020-10-03,218,199,0,46,,11,,,0,,,46,,10,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2020,41,2020-10-10,214,190,,42,,,,,,,,46,14,19,18,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2020,42,2020-10-17,212,195,,35,,,,,0,,,43,10,25,23,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2020,43,2020-10-24,196,178,,31,,,,,0,,0,38,10,20,18,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
Rhode Island,2020,44,2020-10-31,204,184,,43,,,0,,,,,39,,27,20,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,45,2020-11-07,228,208,,42,,11,,,0,0,,47,,28,22,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,46,2020-11-14,235,216,,40,,,,,,,,40,,38,32,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,47,2020-11-21,226,210,,36,,,,,,,,51,,48,39,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,48,2020-11-28,268,260,0,40,11,11,,,,,,47,10,69,61,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2020,49,2020-12-05,288,269,,48,11,19,,,,,,46,10,81,62,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2020,50,2020-12-12,325,301,,32,,19,,,0,,,33,12,142,123,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2020,51,2020-12-19,328,319,,40,,10,,,,,,49,10,137,117,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2020,52,2020-12-26,301,287,,47,,10,,,,,,39,,99,83,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2020,53,2021-01-02,283,272,,40,,,,,,,,58,,95,80,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2021,1,2021-01-09,293,281,,44,,12,,,0,,16,43,12,103,88,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
Rhode Island,2021,2,2021-01-16,292,278,0,44,,16,,,,,10,58,,98,74,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2021,3,2021-01-23,306,294,,35,,15,0,,,,12,63,,100,81,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2021,4,2021-01-30,255,247,,38,,,,,,,21,44,12,78,69,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Rhode Island,2021,5,2021-02-06,262,255,,45,,11,,,,,17,54,,67,51,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2021,6,2021-02-13,220,212,,34,10,13,0,,,,11,42,,61,48,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2021,7,2021-02-20,166,162,,37,,,,,,,11,33,,31,23,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2021,8,2021-02-27,136,129,,20,,10,,,,,11,30,,13,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2021,9,2021-03-06,84,83,0,24,,,,,,,,12,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Rhode Island,2021,10,2021-03-13,16,16,0,,0,,0,0,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Carolina,2020,1,2020-01-04,1090,1000,14,192,35,54,30,85,19,29,,221,52,,,,,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
South Carolina,2020,2,2020-01-11,1082,987,24,210,41,55,21,70,33,27,10,212,47,0,0,,,,,,,,,,,,,,,
South Carolina,2020,3,2020-01-18,1048,951,14,221,40,39,19,71,18,27,,205,49,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2020,4,2020-01-25,1033,929,18,194,38,51,19,66,25,23,,213,58,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2020,5,2020-02-01,1032,942,20,206,40,40,23,61,14,11,,238,47,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2020,6,2020-02-08,1096,995,20,199,42,45,29,69,25,17,,243,44,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2020,7,2020-02-15,1003,907,23,196,27,50,27,57,16,15,19,210,40,0,0,,,,,,,,,,,,,,,
South Carolina,2020,8,2020-02-22,1035,946,17,199,32,57,13,74,20,20,12,219,52,0,0,,,,,,,,,,,,,,,
South Carolina,2020,9,2020-02-29,1044,955,22,198,38,44,20,75,15,22,11,222,43,0,0,,,,,,,,,,,,,,,
South Carolina,2020,10,2020-03-07,1133,1017,11,217,36,61,25,61,27,19,14,239,69,0,0,,,,,,,,,,,,,,,
South Carolina,2020,11,2020-03-14,1103,1013,15,214,35,60,16,59,26,23,,223,61,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
South Carolina,2020,12,2020-03-21,1067,969,15,212,31,60,18,56,16,13,,236,58,,,,,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
South Carolina,2020,13,2020-03-28,1038,945,13,216,31,47,21,59,27,30,10,205,49,19,17,,,,,,,,,,,,,,,
South Carolina,2020,14,2020-04-04,1048,952,14,187,44,56,15,60,21,18,15,212,37,36,35,,,,,,,,,,,,,,,
South Carolina,2020,15,2020-04-11,1138,1029,12,200,45,53,14,52,20,17,11,227,57,57,51,,,,,,,,,,,,,,,
South Carolina,2020,16,2020-04-18,1049,938,15,175,36,57,15,59,22,17,13,215,56,47,43,,,,,,,,,,,,,,,
South Carolina,2020,17,2020-04-25,1023,924,14,195,23,45,11,61,10,15,15,204,54,61,61,,,,,,,,,,,,,,,
South Carolina,2020,18,2020-05-02,1033,928,17,197,33,49,17,53,17,17,18,190,58,63,61,,,,,,,,,,,,,,,
